,Reviews,Labels,Updated_reviews
4126,"All items are fresh, fine quality as displayed.
Reasonable price.
safely packed, timely delivered.
excellent service in these circumstances.",1,item fresh fine quality display reasonable price safely pack timely deliver excellent service circumstance
4127,"all items were fine, fresh as displayed.
reasonable price.
best service in these critical circumstances.
safely packed and timely delivered at door step free shipment.
great Daraz, seller and team.",1,item fine fresh display reasonable price good service critical circumstance safely pack timely deliver door step free shipment great daraz seller team
4128,"Excellent service upto the mark fresh as always,thanks daraz for best service and quality,timely delivered as promised by daraz",1,excellent service upto mark fresh alwaysthank daraz good service qualitytimely deliver promise daraz
4129,"Very good product as always and quality is superb and delivered on time thanks daraz for providing best service in this pandemic situation secondly seller is very good, packing was always good and price was reasonable, lastly thanks to hbl as I placed this order on Wednesday",1,good product always quality superb deliver time thank daraz provide good service pandemic situation secondly seller good packing always good price reasonable lastly thank hbl place order wednesday
4130,"potato market value
all other vegies are same as displayed.
fine fresh quality in reasonable price.
safely packed and timely delivered.",1,potato market value vegie display fine fresh quality reasonable price safely pack timely deliver
4131,"Excellent experience
Good Fresh Vegetables
received in a save packaging which is good presentation
keep it up 👍",1,excellent experience good fresh vegetable receive save packaging good presentation keep
4132,Many potatoes were rotten from the inside and had to be wasted. Don't know why. Ordered 4 kgs and didn't turn out to be that good. This is the second time this has happened.,0,many potato rotten inside waste do not know order 4 kgs do not turn good second time happen
4133,zabardast weight bhi pora aloo bhi achy bas 1 acha aloo thora sa kharab tha jis ki koi itni baat ni 1 day delivery absolutely up to the mark,1,zabardast weight bhi pora aloo bhi achy bas 1 acha aloo thora sa kharab tha jis ki koi itni baat ni 1 day delivery absolutely mark
4134,The vegetables are very fresh and same as described PREMIUM QUALITY. It is in a very cheap price than market. I highly recommend buying products from dFresh.,1,vegetable fresh describe premium quality cheap price market highly recommend buying product dfresh
4135,Very good quality vegs.. delivered on time..one thing I like is dfreah start making bundles. Like if you order 2 kg they deliver 2 packs with one kg each..,1,good quality veg deliver timeone thing like dfreah start make bundle like order 2 kg deliver 2 pack one kg
4136,"Fresh ,on time ,resonable ,convenient keeping things summarize  excellent 😁 .have a suggestion  to expand veggies types like meethi,kulfa ,chulai meetha kadu and few existing veggies are not showing like dhaniya and podina kindly bring them back.thanks & thumbs up",1,fresh time resonable convenient keep thing summarize excellent suggestion expand veggie type like meethikulfa chulai meetha kadu exist veggie show like dhaniya podina kindly bring backthanks thumb
4137,"Received rotten potatoes for the third time in a row, as you can see in the pictures. They are discharging white liquid. The stains visible arent from my hands, my hand were dry. Even though I ordered Premium potatoes, these seem like C quality. Very poor experience ",0,receive rotten potato third time row see picture discharge white liquid stain visible be not hand hand dry even though order premium potato seem like c quality poor experience
4138,Very good product as always and quality is superb and delivered on time thanks daraz for providing best service in this pandemic situation ,1,good product always quality superb deliver time thank daraz provide good service pandemic situation
4139,"I'm using this service for a month now and I'm very satisfied with freshness and quality products.
Hoping that they will continue this professionalism and maintain their standards 
Highly recommended",1,-PRON- be use service month -PRON- be satisfied freshness quality product hope continue professionalism maintain standard highly recommend
