Reviews,Labels
"Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount using hbl card and 15% platform discount, it was an excellent experience to shop on 11.11 ",1
"The vegetables are very fresh and are very clean ,same as described Premium Quality.I am a regular customer of dfresh,and have always had a good experience.I highly recommend everyone to buy products from dfresh.",1
All vegetables are so fresh as always timely delivered cheap price I am happy and satisfied thanks daraz ,1
"The product was fresh, well packed, delivered quickly and at a much lower price as compared to market. ",1
very fresh and lovely vegetables.i usually order them every week and recommend every one to order vegetables from d fresh.they cheap and healthy.thank u,1
All vegetables are good clean fresh and reasonable price as compared to our nearer market price. Thanks Daraz good job seller.,1
The vegetables are very fresh and same as described PREMIUM QUALITY. It is in a very cheap rate than market. I highly recommend buying it.,1
very satisfied...... all Vegetables fresh good quantity........ highly recommendedvery satisfied...... all Vegetables fresh good quantity........ highly recommended,1
"Fresh Veggies received
Very good quality received
Also avail 11.11 Discount
good packaging and timely delivered.",1
All vegetables are good clean fresh and reasonable price as compared to our nearer market price. Thanks Daraz good job seller.,1
fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1
All vegetables are good clean fresh and reasonable price as compared to our nearer market price. Thanks Daraz good job seller.,1
"frequent buyer of dfresh vegetables always fresh,on time and resonable ,hoping dfresh can be extended to poultry,fish and meat that would be great convenience .wishing dfresh all the best.",1
Very nice product 👍 fresh vegetables at your door step with discounts great. thanks dfresh and Daraz.,1
Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service and I received discount using visa card ,1
All vegetables are good clean fresh and reasonable price as compared to our nearer market price. thanks Daraz. Good job seller.,1
fresh vegetables very well packed and quick delivery...happy with the products and services...seller recommended thanks daraz👍,1
"Good Packaging.
Fast delivery.
Fresh Premium Potatoes Large Size same as Picture.
Less Price asper Market.
Recommended to all to purchase.",1
"bht hi achi hai aaj ki sari vegetables ,very very fresh ,qualitative n quantitative , highly recommended ",1
"Vegetable were fresh, timely received, prices are compatible, and free delivery over 500 rupees purchase is a great concept. thanks dfresh and daraz team",1
Excellent service upto the mark as always very good packing and quality is superb and delivered on time thanks daraz for providing best service as always ,1
All vegetables are fresh clean and reasonable price as compare to market. Good Job. Delivered in time. Thanks Daraz.,1
"All items are fresh, fine quality as displayed.
Reasonable price.
safely packed, timely delivered.
excellent service in these circumstances.",1
"all items were fine, fresh as displayed.
reasonable price.
best service in these critical circumstances.
safely packed and timely delivered at door step free shipment.
great Daraz, seller and team.",1
"Excellent service upto the mark fresh as always,thanks daraz for best service and quality,timely delivered as promised by daraz",1
"Very good product as always and quality is superb and delivered on time thanks daraz for providing best service in this pandemic situation secondly seller is very good, packing was always good and price was reasonable, lastly thanks to hbl as I placed this order on Wednesday",1
"potato market value
all other vegies are same as displayed.
fine fresh quality in reasonable price.
safely packed and timely delivered.",1
"Excellent experience
Good Fresh Vegetables
received in a save packaging which is good presentation
keep it up 👍",1
Many potatoes were rotten from the inside and had to be wasted. Don't know why. Ordered 4 kgs and didn't turn out to be that good. This is the second time this has happened.,0
zabardast weight bhi pora aloo bhi achy bas 1 acha aloo thora sa kharab tha jis ki koi itni baat ni 1 day delivery absolutely up to the mark,1
The vegetables are very fresh and same as described PREMIUM QUALITY. It is in a very cheap price than market. I highly recommend buying products from dFresh.,1
Very good quality vegs.. delivered on time..one thing I like is dfreah start making bundles. Like if you order 2 kg they deliver 2 packs with one kg each..,1
"Fresh ,on time ,resonable ,convenient keeping things summarize  excellent 😁 .have a suggestion  to expand veggies types like meethi,kulfa ,chulai meetha kadu and few existing veggies are not showing like dhaniya and podina kindly bring them back.thanks & thumbs up",1
"Received rotten potatoes for the third time in a row, as you can see in the pictures. They are discharging white liquid. The stains visible arent from my hands, my hand were dry. Even though I ordered Premium potatoes, these seem like C quality. Very poor experience ",0
Very good product as always and quality is superb and delivered on time thanks daraz for providing best service in this pandemic situation ,1
"I'm using this service for a month now and I'm very satisfied with freshness and quality products.
Hoping that they will continue this professionalism and maintain their standards 
Highly recommended",1
"Wasn't impressed with the quality. Some had cracks in them, some were green and very pretty big sized too.",0
Smallest potatoes on were delivered by Daraz. Dfresh team taking premimum price and delivering this. You should work on quailty and size of vegetables.,0
This is the second time it has happened. Many of the potatoes had cuts in them. I am disappointed. I gave it three stars because of the price and because the first time I ordered them they were really good.,0
